LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DNK,ELDLYPOP,TOT,PC_POP,A,1989,15.55092805,
DNK,ELDLYPOP,TOT,PC_POP,A,1990,15.58491552,
DNK,ELDLYPOP,TOT,PC_POP,A,1991,15.57930876,
DNK,ELDLYPOP,TOT,PC_POP,A,1992,15.54050474,
DNK,ELDLYPOP,TOT,PC_POP,A,1993,15.48002776,
DNK,ELDLYPOP,TOT,PC_POP,A,1994,15.39273628,
DNK,ELDLYPOP,TOT,PC_POP,A,1995,15.26218849,
DNK,ELDLYPOP,TOT,PC_POP,A,1996,15.084454,
DNK,ELDLYPOP,TOT,PC_POP,A,1997,14.99824004,
DNK,ELDLYPOP,TOT,PC_POP,A,1998,14.9207063,
DNK,ELDLYPOP,TOT,PC_POP,A,1999,14.85543355,
DNK,ELDLYPOP,TOT,PC_POP,A,2000,14.83005405,
DNK,ELDLYPOP,TOT,PC_POP,A,2001,14.82276088,
DNK,ELDLYPOP,TOT,PC_POP,A,2002,14.83012994,
DNK,ELDLYPOP,TOT,PC_POP,A,2003,14.88671055,
DNK,ELDLYPOP,TOT,PC_POP,A,2004,14.97910548,
DNK,ELDLYPOP,TOT,PC_POP,A,2005,15.10753921,
DNK,ELDLYPOP,TOT,PC_POP,A,2006,15.25554842,
DNK,ELDLYPOP,TOT,PC_POP,A,2007,15.45768464,
DNK,ELDLYPOP,TOT,PC_POP,A,2008,15.74300486,
DNK,ELDLYPOP,TOT,PC_POP,A,2009,16.10641367,
DNK,ELDLYPOP,TOT,PC_POP,A,2010,16.58023106,
DNK,ELDLYPOP,TOT,PC_POP,A,2011,17.11871117,
DNK,ELDLYPOP,TOT,PC_POP,A,2012,17.65319482,
DNK,ELDLYPOP,TOT,PC_POP,A,2013,18.07088667,
DNK,ELDLYPOP,TOT,PC_POP,A,2014,18.45272788,
DNK,ELDLYPOP,TOT,PC_POP,A,2015,18.73571327,
DNK,ELDLYPOP,TOT,PC_POP,A,2016,18.97224819,
DNK,ELDLYPOP,TOT,PC_POP,A,2017,19.19669748,
DNK,ELDLYPOP,TOT,PC_POP,A,2018,19.46137078,
DNK,ELDLYPOP,TOT,PC_POP,A,2019,19.72647164,
DNK,ELDLYPOP,TOT,PC_POP,A,2020,20.03973332,
FIN,ELDLYPOP,TOT,PC_POP,A,1950,6.649127367,
FIN,ELDLYPOP,TOT,PC_POP,A,1951,6.655409679,
FIN,ELDLYPOP,TOT,PC_POP,A,1952,6.732223829,
FIN,ELDLYPOP,TOT,PC_POP,A,1953,6.800714497,
FIN,ELDLYPOP,TOT,PC_POP,A,1954,6.857219695,
FIN,ELDLYPOP,TOT,PC_POP,A,1955,6.899627168,
FIN,ELDLYPOP,TOT,PC_POP,A,1956,6.963280732,
FIN,ELDLYPOP,TOT,PC_POP,A,1957,7.038047073,
FIN,ELDLYPOP,TOT,PC_POP,A,1958,7.098475533,
FIN,ELDLYPOP,TOT,PC_POP,A,1959,7.182320442,
FIN,ELDLYPOP,TOT,PC_POP,A,1960,7.302997788,
FIN,ELDLYPOP,TOT,PC_POP,A,1961,7.431819766,
FIN,ELDLYPOP,TOT,PC_POP,A,1962,7.527626985,
FIN,ELDLYPOP,TOT,PC_POP,A,1963,7.652984863,
FIN,ELDLYPOP,TOT,PC_POP,A,1964,7.842573834,
FIN,ELDLYPOP,TOT,PC_POP,A,1965,8.030445258,
FIN,ELDLYPOP,TOT,PC_POP,A,1966,8.211151249,
FIN,ELDLYPOP,TOT,PC_POP,A,1967,8.391023989,
FIN,ELDLYPOP,TOT,PC_POP,A,1968,8.571868277,
FIN,ELDLYPOP,TOT,PC_POP,A,1969,8.835402165,
FIN,ELDLYPOP,TOT,PC_POP,A,1970,9.150351345,
FIN,ELDLYPOP,TOT,PC_POP,A,1971,9.422253174,
FIN,ELDLYPOP,TOT,PC_POP,A,1972,9.69681804,
FIN,ELDLYPOP,TOT,PC_POP,A,1973,9.993958525,
FIN,ELDLYPOP,TOT,PC_POP,A,1974,10.29988861,
FIN,ELDLYPOP,TOT,PC_POP,A,1975,10.61588389,
FIN,ELDLYPOP,TOT,PC_POP,A,1976,10.92802812,
FIN,ELDLYPOP,TOT,PC_POP,A,1977,11.24136403,
FIN,ELDLYPOP,TOT,PC_POP,A,1978,11.52553158,
FIN,ELDLYPOP,TOT,PC_POP,A,1979,11.77335529,
FIN,ELDLYPOP,TOT,PC_POP,A,1980,11.97768738,
FIN,ELDLYPOP,TOT,PC_POP,A,1981,12.1141584,
FIN,ELDLYPOP,TOT,PC_POP,A,1982,12.23435761,
FIN,ELDLYPOP,TOT,PC_POP,A,1983,12.35085319,
FIN,ELDLYPOP,TOT,PC_POP,A,1984,12.39510542,
FIN,ELDLYPOP,TOT,PC_POP,A,1985,12.48422648,
FIN,ELDLYPOP,TOT,PC_POP,A,1986,12.67862916,
FIN,ELDLYPOP,TOT,PC_POP,A,1987,12.86103368,
FIN,ELDLYPOP,TOT,PC_POP,A,1988,13.04167988,
FIN,ELDLYPOP,TOT,PC_POP,A,1989,13.22089208,
FIN,ELDLYPOP,TOT,PC_POP,A,1990,13.38329423,
FIN,ELDLYPOP,TOT,PC_POP,A,1991,13.53994037,
FIN,ELDLYPOP,TOT,PC_POP,A,1992,13.68503309,
FIN,ELDLYPOP,TOT,PC_POP,A,1993,13.82997411,
FIN,ELDLYPOP,TOT,PC_POP,A,1994,14.0108806,
FIN,ELDLYPOP,TOT,PC_POP,A,1995,14.21492321,
FIN,ELDLYPOP,TOT,PC_POP,A,1996,14.39704342,
FIN,ELDLYPOP,TOT,PC_POP,A,1997,14.54952188,
FIN,ELDLYPOP,TOT,PC_POP,A,1998,14.66293095,
FIN,ELDLYPOP,TOT,PC_POP,A,1999,14.77098889,
FIN,ELDLYPOP,TOT,PC_POP,A,2000,14.91788479,
FIN,ELDLYPOP,TOT,PC_POP,A,2001,15.07868632,
FIN,ELDLYPOP,TOT,PC_POP,A,2002,15.24765037,
FIN,ELDLYPOP,TOT,PC_POP,A,2003,15.45901504,
FIN,ELDLYPOP,TOT,PC_POP,A,2004,15.72382934,
FIN,ELDLYPOP,TOT,PC_POP,A,2005,15.93665771,
FIN,ELDLYPOP,TOT,PC_POP,A,2006,16.23431099,
FIN,ELDLYPOP,TOT,PC_POP,A,2007,16.48745188,
FIN,ELDLYPOP,TOT,PC_POP,A,2008,16.63052532,
FIN,ELDLYPOP,TOT,PC_POP,A,2009,16.88097868,
FIN,ELDLYPOP,TOT,PC_POP,A,2010,17.26047253,
FIN,ELDLYPOP,TOT,PC_POP,A,2011,17.82278252,
FIN,ELDLYPOP,TOT,PC_POP,A,2012,18.45072199,
FIN,ELDLYPOP,TOT,PC_POP,A,2013,19.07293194,
FIN,ELDLYPOP,TOT,PC_POP,A,2014,19.66427947,
FIN,ELDLYPOP,TOT,PC_POP,A,2015,20.20694118,
FIN,ELDLYPOP,TOT,PC_POP,A,2016,20.68199408,
FIN,ELDLYPOP,TOT,PC_POP,A,2017,21.14376924,
FIN,ELDLYPOP,TOT,PC_POP,A,2018,21.61311933,
FIN,ELDLYPOP,TOT,PC_POP,A,2019,22.05983586,
FIN,ELDLYPOP,TOT,PC_POP,A,2020,22.49016872,
FRA,ELDLYPOP,TOT,PC_POP,A,1950,11.38318688,
FRA,ELDLYPOP,TOT,PC_POP,A,1951,11.41723253,
FRA,ELDLYPOP,TOT,PC_POP,A,1952,11.45416661,
FRA,ELDLYPOP,TOT,PC_POP,A,1953,11.49076758,
FRA,ELDLYPOP,TOT,PC_POP,A,1954,11.52573729,
FRA,ELDLYPOP,TOT,PC_POP,A,1955,11.55521893,
FRA,ELDLYPOP,TOT,PC_POP,A,1956,11.54125735,
FRA,ELDLYPOP,TOT,PC_POP,A,1957,11.52225532,
FRA,ELDLYPOP,TOT,PC_POP,A,1958,11.54677284,
FRA,ELDLYPOP,TOT,PC_POP,A,1959,11.60532567,
FRA,ELDLYPOP,TOT,PC_POP,A,1960,11.63941963,
FRA,ELDLYPOP,TOT,PC_POP,A,1961,11.71544917,
FRA,ELDLYPOP,TOT,PC_POP,A,1962,11.79663723,
FRA,ELDLYPOP,TOT,PC_POP,A,1963,11.84511239,
FRA,ELDLYPOP,TOT,PC_POP,A,1964,11.95895253,
FRA,ELDLYPOP,TOT,PC_POP,A,1965,12.11143678,
FRA,ELDLYPOP,TOT,PC_POP,A,1966,12.28462117,
FRA,ELDLYPOP,TOT,PC_POP,A,1967,12.48121681,
FRA,ELDLYPOP,TOT,PC_POP,A,1968,12.64541128,
FRA,ELDLYPOP,TOT,PC_POP,A,1969,12.76245314,
FRA,ELDLYPOP,TOT,PC_POP,A,1970,12.87241279,
FRA,ELDLYPOP,TOT,PC_POP,A,1971,12.9855735,
FRA,ELDLYPOP,TOT,PC_POP,A,1972,13.09179975,
FRA,ELDLYPOP,TOT,PC_POP,A,1973,13.20303233,
FRA,ELDLYPOP,TOT,PC_POP,A,1974,13.33145496,
FRA,ELDLYPOP,TOT,PC_POP,A,1975,13.47319107,
FRA,ELDLYPOP,TOT,PC_POP,A,1976,13.58866008,
FRA,ELDLYPOP,TOT,PC_POP,A,1977,13.71169556,
FRA,ELDLYPOP,TOT,PC_POP,A,1978,13.85701323,
FRA,ELDLYPOP,TOT,PC_POP,A,1979,13.97925495,
FRA,ELDLYPOP,TOT,PC_POP,A,1980,13.92623112,
FRA,ELDLYPOP,TOT,PC_POP,A,1981,13.64069334,
FRA,ELDLYPOP,TOT,PC_POP,A,1982,13.31401508,
FRA,ELDLYPOP,TOT,PC_POP,A,1983,13.04427897,
FRA,ELDLYPOP,TOT,PC_POP,A,1984,12.85450603,
FRA,ELDLYPOP,TOT,PC_POP,A,1985,12.91501158,
FRA,ELDLYPOP,TOT,PC_POP,A,1986,13.16360432,
FRA,ELDLYPOP,TOT,PC_POP,A,1987,13.39402568,
FRA,ELDLYPOP,TOT,PC_POP,A,1988,13.61220204,
FRA,ELDLYPOP,TOT,PC_POP,A,1989,13.81605944,
FRA,ELDLYPOP,TOT,PC_POP,A,1990,14.02790811,
FRA,ELDLYPOP,TOT,PC_POP,A,1991,14.0789356,
FRA,ELDLYPOP,TOT,PC_POP,A,1992,14.29546436,
FRA,ELDLYPOP,TOT,PC_POP,A,1993,14.51175674,
FRA,ELDLYPOP,TOT,PC_POP,A,1994,14.73676997,
FRA,ELDLYPOP,TOT,PC_POP,A,1995,14.97387907,
FRA,ELDLYPOP,TOT,PC_POP,A,1996,15.20180246,
FRA,ELDLYPOP,TOT,PC_POP,A,1997,15.41207537,
FRA,ELDLYPOP,TOT,PC_POP,A,1998,15.59333414,
FRA,ELDLYPOP,TOT,PC_POP,A,1999,15.74449652,
FRA,ELDLYPOP,TOT,PC_POP,A,2000,15.87408798,
FRA,ELDLYPOP,TOT,PC_POP,A,2001,15.9857759,
FRA,ELDLYPOP,TOT,PC_POP,A,2002,16.0876169,
FRA,ELDLYPOP,TOT,PC_POP,A,2003,16.16481626,
FRA,ELDLYPOP,TOT,PC_POP,A,2004,16.25554002,
FRA,ELDLYPOP,TOT,PC_POP,A,2005,16.33467617,
FRA,ELDLYPOP,TOT,PC_POP,A,2006,16.33971994,
FRA,ELDLYPOP,TOT,PC_POP,A,2007,16.35554009,
FRA,ELDLYPOP,TOT,PC_POP,A,2008,16.44133659,
FRA,ELDLYPOP,TOT,PC_POP,A,2009,16.55263063,
FRA,ELDLYPOP,TOT,PC_POP,A,2010,16.67407997,
FRA,ELDLYPOP,TOT,PC_POP,A,2011,16.93944306,
FRA,ELDLYPOP,TOT,PC_POP,A,2012,17.35398276,
FRA,ELDLYPOP,TOT,PC_POP,A,2013,17.79193127,
FRA,ELDLYPOP,TOT,PC_POP,A,2014,18.18645055,
FRA,ELDLYPOP,TOT,PC_POP,A,2015,18.633821,
FRA,ELDLYPOP,TOT,PC_POP,A,2016,19.07444459,
FRA,ELDLYPOP,TOT,PC_POP,A,2017,19.47252793,
FRA,ELDLYPOP,TOT,PC_POP,A,2018,19.84144392,
FRA,ELDLYPOP,TOT,PC_POP,A,2019,20.2197443,
FRA,ELDLYPOP,TOT,PC_POP,A,2020,20.56417963,
DEU,ELDLYPOP,TOT,PC_POP,A,1950,9.667456533,
DEU,ELDLYPOP,TOT,PC_POP,A,1951,9.857003611,
DEU,ELDLYPOP,TOT,PC_POP,A,1952,10.08723021,
DEU,ELDLYPOP,TOT,PC_POP,A,1953,10.27998224,
DEU,ELDLYPOP,TOT,PC_POP,A,1954,10.46616705,
DEU,ELDLYPOP,TOT,PC_POP,A,1955,10.64811477,
DEU,ELDLYPOP,TOT,PC_POP,A,1956,10.82341474,
DEU,ELDLYPOP,TOT,PC_POP,A,1957,11.01954378,
DEU,ELDLYPOP,TOT,PC_POP,A,1958,11.20698654,
DEU,ELDLYPOP,TOT,PC_POP,A,1959,11.37292624,
DEU,ELDLYPOP,TOT,PC_POP,A,1960,11.48005332,
DEU,ELDLYPOP,TOT,PC_POP,A,1961,11.68524915,
DEU,ELDLYPOP,TOT,PC_POP,A,1962,11.93676604,
DEU,ELDLYPOP,TOT,PC_POP,A,1963,12.10703469,
DEU,ELDLYPOP,TOT,PC_POP,A,1964,12.31056771,
DEU,ELDLYPOP,TOT,PC_POP,A,1965,12.52182868,
DEU,ELDLYPOP,TOT,PC_POP,A,1966,12.754896,
DEU,ELDLYPOP,TOT,PC_POP,A,1967,13.05092379,
DEU,ELDLYPOP,TOT,PC_POP,A,1968,13.29556341,
DEU,ELDLYPOP,TOT,PC_POP,A,1969,13.4492182,
DEU,ELDLYPOP,TOT,PC_POP,A,1970,13.66590215,
DEU,ELDLYPOP,TOT,PC_POP,A,1971,13.9027882,
DEU,ELDLYPOP,TOT,PC_POP,A,1972,14.10823952,
DEU,ELDLYPOP,TOT,PC_POP,A,1973,14.32685052,
DEU,ELDLYPOP,TOT,PC_POP,A,1974,14.57667059,
DEU,ELDLYPOP,TOT,PC_POP,A,1975,14.84375913,
DEU,ELDLYPOP,TOT,PC_POP,A,1976,15.06818979,
DEU,ELDLYPOP,TOT,PC_POP,A,1977,15.292511,
DEU,ELDLYPOP,TOT,PC_POP,A,1978,15.50108045,
DEU,ELDLYPOP,TOT,PC_POP,A,1979,15.63648312,
DEU,ELDLYPOP,TOT,PC_POP,A,1980,15.6019034,
DEU,ELDLYPOP,TOT,PC_POP,A,1981,15.34179258,
DEU,ELDLYPOP,TOT,PC_POP,A,1982,14.9893237,
DEU,ELDLYPOP,TOT,PC_POP,A,1983,14.64591236,
DEU,ELDLYPOP,TOT,PC_POP,A,1984,14.47709454,
DEU,ELDLYPOP,TOT,PC_POP,A,1985,14.56907482,
DEU,ELDLYPOP,TOT,PC_POP,A,1986,14.74125763,
DEU,ELDLYPOP,TOT,PC_POP,A,1987,14.88539942,
DEU,ELDLYPOP,TOT,PC_POP,A,1988,14.95156858,
DEU,ELDLYPOP,TOT,PC_POP,A,1989,14.92900484,
DEU,ELDLYPOP,TOT,PC_POP,A,1990,14.92366388,
DEU,ELDLYPOP,TOT,PC_POP,A,1991,14.96421728,
DEU,ELDLYPOP,TOT,PC_POP,A,1992,15.01325507,
DEU,ELDLYPOP,TOT,PC_POP,A,1993,15.11677063,
DEU,ELDLYPOP,TOT,PC_POP,A,1994,15.28889351,
DEU,ELDLYPOP,TOT,PC_POP,A,1995,15.47185764,
DEU,ELDLYPOP,TOT,PC_POP,A,1996,15.61941028,
DEU,ELDLYPOP,TOT,PC_POP,A,1997,15.73917647,
DEU,ELDLYPOP,TOT,PC_POP,A,1998,15.8651794,
DEU,ELDLYPOP,TOT,PC_POP,A,1999,16.08929952,
DEU,ELDLYPOP,TOT,PC_POP,A,2000,16.44858789,
DEU,ELDLYPOP,TOT,PC_POP,A,2001,16.85474253,
DEU,ELDLYPOP,TOT,PC_POP,A,2002,17.27788869,
DEU,ELDLYPOP,TOT,PC_POP,A,2003,17.74950195,
DEU,ELDLYPOP,TOT,PC_POP,A,2004,18.31605496,
DEU,ELDLYPOP,TOT,PC_POP,A,2005,18.93885129,
DEU,ELDLYPOP,TOT,PC_POP,A,2006,19.52582271,
DEU,ELDLYPOP,TOT,PC_POP,A,2007,19.94620329,
DEU,ELDLYPOP,TOT,PC_POP,A,2008,20.24583773,
DEU,ELDLYPOP,TOT,PC_POP,A,2009,20.53101483,
DEU,ELDLYPOP,TOT,PC_POP,A,2010,20.63297774,
DEU,ELDLYPOP,TOT,PC_POP,A,2011,20.66637549,
DEU,ELDLYPOP,TOT,PC_POP,A,2012,20.71385751,
DEU,ELDLYPOP,TOT,PC_POP,A,2013,20.81202565,
DEU,ELDLYPOP,TOT,PC_POP,A,2014,20.95607822,
DEU,ELDLYPOP,TOT,PC_POP,A,2015,21.0492802,
DEU,ELDLYPOP,TOT,PC_POP,A,2016,21.13566523,
DEU,ELDLYPOP,TOT,PC_POP,A,2017,21.30455618,
DEU,ELDLYPOP,TOT,PC_POP,A,2018,21.46608027,
DEU,ELDLYPOP,TOT,PC_POP,A,2019,21.64696676,
DEU,ELDLYPOP,TOT,PC_POP,A,2020,21.86263579,
GRC,ELDLYPOP,TOT,PC_POP,A,1950,6.755561416,
GRC,ELDLYPOP,TOT,PC_POP,A,1951,6.84376548,
GRC,ELDLYPOP,TOT,PC_POP,A,1952,7.056881773,
GRC,ELDLYPOP,TOT,PC_POP,A,1953,7.192931187,
GRC,ELDLYPOP,TOT,PC_POP,A,1954,7.314897537,
GRC,ELDLYPOP,TOT,PC_POP,A,1955,7.471447629,
GRC,ELDLYPOP,TOT,PC_POP,A,1956,7.622089517,
GRC,ELDLYPOP,TOT,PC_POP,A,1957,7.749396076,
GRC,ELDLYPOP,TOT,PC_POP,A,1958,7.87550276,
GRC,ELDLYPOP,TOT,PC_POP,A,1959,7.992843928,
GRC,ELDLYPOP,TOT,PC_POP,A,1960,8.121461608,
GRC,ELDLYPOP,TOT,PC_POP,A,1961,8.307118915,
GRC,ELDLYPOP,TOT,PC_POP,A,1962,8.480909558,
GRC,ELDLYPOP,TOT,PC_POP,A,1963,8.686197798,
GRC,ELDLYPOP,TOT,PC_POP,A,1964,8.87709656,
GRC,ELDLYPOP,TOT,PC_POP,A,1965,9.032408445,
GRC,ELDLYPOP,TOT,PC_POP,A,1966,9.220074043,
GRC,ELDLYPOP,TOT,PC_POP,A,1967,9.406568575,
GRC,ELDLYPOP,TOT,PC_POP,A,1968,9.604708512,
GRC,ELDLYPOP,TOT,PC_POP,A,1969,9.977220406,
GRC,ELDLYPOP,TOT,PC_POP,A,1970,11.06227068,
GRC,ELDLYPOP,TOT,PC_POP,A,1971,11.14493249,
GRC,ELDLYPOP,TOT,PC_POP,A,1972,11.40448222,
GRC,ELDLYPOP,TOT,PC_POP,A,1973,11.68840797,
GRC,ELDLYPOP,TOT,PC_POP,A,1974,11.990362,
GRC,ELDLYPOP,TOT,PC_POP,A,1975,12.23331523,
GRC,ELDLYPOP,TOT,PC_POP,A,1976,12.44003888,
GRC,ELDLYPOP,TOT,PC_POP,A,1977,12.65901765,
GRC,ELDLYPOP,TOT,PC_POP,A,1978,12.87278131,
GRC,ELDLYPOP,TOT,PC_POP,A,1979,13.04798216,
GRC,ELDLYPOP,TOT,PC_POP,A,1980,13.14067247,
GRC,ELDLYPOP,TOT,PC_POP,A,1981,13.19720228,
GRC,ELDLYPOP,TOT,PC_POP,A,1982,13.25098603,
GRC,ELDLYPOP,TOT,PC_POP,A,1983,13.26899049,
GRC,ELDLYPOP,TOT,PC_POP,A,1984,13.29941861,
GRC,ELDLYPOP,TOT,PC_POP,A,1985,13.36801589,
GRC,ELDLYPOP,TOT,PC_POP,A,1986,13.17041467,
GRC,ELDLYPOP,TOT,PC_POP,A,1987,13.27833488,
GRC,ELDLYPOP,TOT,PC_POP,A,1988,13.41604101,
GRC,ELDLYPOP,TOT,PC_POP,A,1989,13.57719621,
GRC,ELDLYPOP,TOT,PC_POP,A,1990,13.71868491,
GRC,ELDLYPOP,TOT,PC_POP,A,1991,13.98524292,
GRC,ELDLYPOP,TOT,PC_POP,A,1992,14.35342509,
GRC,ELDLYPOP,TOT,PC_POP,A,1993,14.74701419,
GRC,ELDLYPOP,TOT,PC_POP,A,1994,15.17424648,
GRC,ELDLYPOP,TOT,PC_POP,A,1995,15.58931128,
GRC,ELDLYPOP,TOT,PC_POP,A,1996,16.01124387,
GRC,ELDLYPOP,TOT,PC_POP,A,1997,16.40126349,
GRC,ELDLYPOP,TOT,PC_POP,A,1998,16.76104498,
GRC,ELDLYPOP,TOT,PC_POP,A,1999,17.13818767,
GRC,ELDLYPOP,TOT,PC_POP,A,2000,17.53799763,
GRC,ELDLYPOP,TOT,PC_POP,A,2001,17.60411794,
GRC,ELDLYPOP,TOT,PC_POP,A,2002,17.62307946,
GRC,ELDLYPOP,TOT,PC_POP,A,2003,17.9045581,
GRC,ELDLYPOP,TOT,PC_POP,A,2004,18.16110645,
GRC,ELDLYPOP,TOT,PC_POP,A,2005,18.36906302,
GRC,ELDLYPOP,TOT,PC_POP,A,2006,18.52060993,
GRC,ELDLYPOP,TOT,PC_POP,A,2007,18.62478465,
GRC,ELDLYPOP,TOT,PC_POP,A,2008,18.71833487,
GRC,ELDLYPOP,TOT,PC_POP,A,2009,18.87510391,
GRC,ELDLYPOP,TOT,PC_POP,A,2010,19.13355077,
GRC,ELDLYPOP,TOT,PC_POP,A,2011,19.47865357,
GRC,ELDLYPOP,TOT,PC_POP,A,2012,19.86513367,
GRC,ELDLYPOP,TOT,PC_POP,A,2013,20.27449728,
GRC,ELDLYPOP,TOT,PC_POP,A,2014,20.69145364,
GRC,ELDLYPOP,TOT,PC_POP,A,2015,21.07926867,
GRC,ELDLYPOP,TOT,PC_POP,A,2016,21.40222046,
GRC,ELDLYPOP,TOT,PC_POP,A,2017,21.66453318,
GRC,ELDLYPOP,TOT,PC_POP,A,2018,21.91134772,
GRC,ELDLYPOP,TOT,PC_POP,A,2019,22.14911528,
GRC,ELDLYPOP,TOT,PC_POP,A,2020,22.39582808,
HUN,ELDLYPOP,TOT,PC_POP,A,1950,7.808298984,
HUN,ELDLYPOP,TOT,PC_POP,A,1951,7.944469242,
HUN,ELDLYPOP,TOT,PC_POP,A,1952,8.050636976,
HUN,ELDLYPOP,TOT,PC_POP,A,1953,8.131790414,
HUN,ELDLYPOP,TOT,PC_POP,A,1954,8.184470102,
HUN,ELDLYPOP,TOT,PC_POP,A,1955,8.22891166,
HUN,ELDLYPOP,TOT,PC_POP,A,1956,8.353605479,
HUN,ELDLYPOP,TOT,PC_POP,A,1957,8.525002226,
HUN,ELDLYPOP,TOT,PC_POP,A,1958,8.694609392,
HUN,ELDLYPOP,TOT,PC_POP,A,1959,8.864305875,
HUN,ELDLYPOP,TOT,PC_POP,A,1960,9.037549304,
HUN,ELDLYPOP,TOT,PC_POP,A,1961,9.263451243,
HUN,ELDLYPOP,TOT,PC_POP,A,1962,9.497910857,
HUN,ELDLYPOP,TOT,PC_POP,A,1963,9.755492395,
HUN,ELDLYPOP,TOT,PC_POP,A,1964,10.04738813,
HUN,ELDLYPOP,TOT,PC_POP,A,1965,10.33887496,
HUN,ELDLYPOP,TOT,PC_POP,A,1966,10.63241865,
HUN,ELDLYPOP,TOT,PC_POP,A,1967,10.91465102,
HUN,ELDLYPOP,TOT,PC_POP,A,1968,11.15812729,
HUN,ELDLYPOP,TOT,PC_POP,A,1969,11.37003213,
HUN,ELDLYPOP,TOT,PC_POP,A,1970,11.55326143,
HUN,ELDLYPOP,TOT,PC_POP,A,1971,11.72888252,
HUN,ELDLYPOP,TOT,PC_POP,A,1972,11.94801246,
HUN,ELDLYPOP,TOT,PC_POP,A,1973,12.19063975,
HUN,ELDLYPOP,TOT,PC_POP,A,1974,12.42526759,
HUN,ELDLYPOP,TOT,PC_POP,A,1975,12.63498026,
HUN,ELDLYPOP,TOT,PC_POP,A,1976,12.80781917,
HUN,ELDLYPOP,TOT,PC_POP,A,1977,12.99040536,
HUN,ELDLYPOP,TOT,PC_POP,A,1978,13.15976138,
HUN,ELDLYPOP,TOT,PC_POP,A,1979,13.37860799,
HUN,ELDLYPOP,TOT,PC_POP,A,1980,13.43110892,
HUN,ELDLYPOP,TOT,PC_POP,A,1981,13.14058361,
HUN,ELDLYPOP,TOT,PC_POP,A,1982,12.76389031,
HUN,ELDLYPOP,TOT,PC_POP,A,1983,12.38433123,
HUN,ELDLYPOP,TOT,PC_POP,A,1984,12.23179365,
HUN,ELDLYPOP,TOT,PC_POP,A,1985,12.36186714,
HUN,ELDLYPOP,TOT,PC_POP,A,1986,12.5614584,
HUN,ELDLYPOP,TOT,PC_POP,A,1987,12.78888031,
HUN,ELDLYPOP,TOT,PC_POP,A,1988,13.02424794,
HUN,ELDLYPOP,TOT,PC_POP,A,1989,13.19082551,
HUN,ELDLYPOP,TOT,PC_POP,A,1990,13.34880215,
HUN,ELDLYPOP,TOT,PC_POP,A,1991,13.54622661,
HUN,ELDLYPOP,TOT,PC_POP,A,1992,13.70185698,
HUN,ELDLYPOP,TOT,PC_POP,A,1993,13.8501811,
HUN,ELDLYPOP,TOT,PC_POP,A,1994,14.01974929,
HUN,ELDLYPOP,TOT,PC_POP,A,1995,14.21361884,
HUN,ELDLYPOP,TOT,PC_POP,A,1996,14.39576346,
HUN,ELDLYPOP,TOT,PC_POP,A,1997,14.56417707,
HUN,ELDLYPOP,TOT,PC_POP,A,1998,14.74853678,
HUN,ELDLYPOP,TOT,PC_POP,A,1999,14.90828791,
HUN,ELDLYPOP,TOT,PC_POP,A,2000,15.06243533,
HUN,ELDLYPOP,TOT,PC_POP,A,2001,15.19938301,
HUN,ELDLYPOP,TOT,PC_POP,A,2002,15.31292175,
HUN,ELDLYPOP,TOT,PC_POP,A,2003,15.43175544,
HUN,ELDLYPOP,TOT,PC_POP,A,2004,15.55675493,
HUN,ELDLYPOP,TOT,PC_POP,A,2005,15.70479775,
HUN,ELDLYPOP,TOT,PC_POP,A,2006,15.86589873,
HUN,ELDLYPOP,TOT,PC_POP,A,2007,16.0555056,
HUN,ELDLYPOP,TOT,PC_POP,A,2008,16.25878421,
HUN,ELDLYPOP,TOT,PC_POP,A,2009,16.4814345,
HUN,ELDLYPOP,TOT,PC_POP,A,2010,16.67303665,
HUN,ELDLYPOP,TOT,PC_POP,A,2011,16.80441385,
HUN,ELDLYPOP,TOT,PC_POP,A,2012,17.02354873,
HUN,ELDLYPOP,TOT,PC_POP,A,2013,17.35294245,
HUN,ELDLYPOP,TOT,PC_POP,A,2014,17.71679951,
HUN,ELDLYPOP,TOT,PC_POP,A,2015,18.087976,
HUN,ELDLYPOP,TOT,PC_POP,A,2016,18.46749744,
HUN,ELDLYPOP,TOT,PC_POP,A,2017,18.79955893,
HUN,ELDLYPOP,TOT,PC_POP,A,2018,19.13914754,
HUN,ELDLYPOP,TOT,PC_POP,A,2019,19.60973446,
HUN,ELDLYPOP,TOT,PC_POP,A,2020,20.09661797,
ISL,ELDLYPOP,TOT,PC_POP,A,1950,7.52488434,
ISL,ELDLYPOP,TOT,PC_POP,A,1951,7.566515607,
ISL,ELDLYPOP,TOT,PC_POP,A,1952,7.604796903,
ISL,ELDLYPOP,TOT,PC_POP,A,1953,7.606835339,
ISL,ELDLYPOP,TOT,PC_POP,A,1954,7.602157229,
ISL,ELDLYPOP,TOT,PC_POP,A,1955,7.610976236,
ISL,ELDLYPOP,TOT,PC_POP,A,1956,7.681707294,
ISL,ELDLYPOP,TOT,PC_POP,A,1957,7.781945304,
ISL,ELDLYPOP,TOT,PC_POP,A,1958,7.884147427,
ISL,ELDLYPOP,TOT,PC_POP,A,1959,7.986605664,
ISL,ELDLYPOP,TOT,PC_POP,A,1960,8.074134406,
